hour,day_of_week,is_holiday,weather,traffic_level,active_orders,available_riders,avg_prep_time_min,zone_id,distance_km,hist_demand_trend,hist_cancel_rate,surge_multiplier,base_delivery_fee,final_delivery_fee,is_peak_hour
5,1,0,Cloudy,3,19,26,29.8,13,1.5,0.103,0.0373,1.35,49.49,66.81,0
12,4,0,Cloudy,1,18,13,9.7,3,4.4,0.748,0.1333,1.709,38.56,65.9,1
10,0,0,Rain,3,16,19,9.7,14,7.4,0.229,0.1836,1.506,61.86,93.16,1
23,0,0,Storm,2,8,4,19.4,1,3.1,-0.536,0.193,2.222,33.83,75.17,1
13,2,0,Rain,4,33,20,21.1,13,13.6,-1.205,0.0398,2.028,71.54,145.08,1
23,4,0,Clear,2,21,17,15.7,6,7.6,-1.1,0.4176,1.576,49.54,78.08,1
19,5,0,Clear,5,46,20,20.7,11,1.5,-1.0,0.201,2.291,44.34,101.58,1
20,3,0,Cloudy,1,20,21,17.5,5,4.5,0.649,0.089,1.27,39.71,50.43,0
4,1,0,Clear,1,16,24,11.1,8,6.1,-0.875,0.3068,1.24,47.14,58.45,0
18,2,0,Cloudy,1,13,15,15.5,1,6.8,0.118,0.1846,1.342,40.43,54.26,0
6,2,0,Clear,2,12,20,19.7,8,2.7,0.419,0.3911,1.222,42.18,51.54,0
13,2,1,Clear,3,39,25,15.1,15,3.2,-1.066,0.0824,1.96,54.87,107.55,1
11,4,0,Clear,3,23,22,17.9,15,3.1,-0.578,0.0437,1.474,54.7,80.63,1
6,5,0,Rain,3,13,15,22.4,11,5.7,-0.971,0.164,1.573,51.98,81.76,1
23,4,0,Cloudy,3,20,12,20.1,5,4.8,-0.238,0.0767,1.875,44.45,83.34,1
21,2,0,Clear,3,14,10,21.9,3,7.3,0.357,0.1524,1.743,44.19,77.02,1
13,2,0,Clear,4,13,8,14.4,3,5.1,-0.621,0.0535,1.886,41.11,77.53,1
0,0,0,Clear,3,17,29,16.0,15,5.2,-0.335,0.2071,1.316,57.75,76.0,0
4,5,0,Rain,1,8,18,16.6,2,2.9,-0.732,0.2131,1.272,36.28,46.15,0
5,6,0,Clear,1,11,24,18.3,4,5.1,0.077,0.1207,1.143,45.11,51.56,0
23,0,0,Clear,2,12,20,14.6,5,4.5,-1.073,0.1199,1.251,43.11,53.93,0
9,0,0,Clear,2,23,31,24.2,13,6.7,-0.135,0.1444,1.382,56.41,77.96,0
1,1,0,Clear,2,10,11,19.8,3,7.0,-0.081,0.1122,1.373,43.36,59.53,0
14,5,0,Cloudy,5,12,10,24.1,5,6.6,0.526,0.0495,1.709,48.94,83.64,1
22,1,0,Storm,2,37,17,20.0,14,2.9,0.244,0.2228,2.326,51.71,120.28,1
13,0,0,Rain,5,29,10,25.3,7,4.6,-0.208,0.1274,2.5,43.87,109.68,1
10,2,0,Clear,3,9,11,22.0,2,15.2,-0.612,0.0397,1.449,58.47,84.72,1
4,2,0,Clear,1,11,28,10.6,7,5.1,1.159,0.2395,1.212,45.06,54.61,0
21,2,0,Cloudy,4,19,7,17.8,2,11.3,1.559,0.0431,2.5,49.63,124.08,1
2,3,0,Clear,4,7,19,16.7,7,2.2,-0.793,0.0515,1.193,38.98,46.5,0
22,1,0,Clear,4,27,21,21.4,8,2.0,-0.344,0.2032,1.63,41.04,66.9,1
5,0,1,Clear,1,11,27,18.6,9,5.0,-2.195,0.18,1.234,49.8,61.45,0
3,0,0,Clear,1,10,11,17.6,4,5.2,0.525,0.2822,1.315,39.78,52.31,0
8,5,0,Clear,4,21,11,21.2,1,4.2,0.076,0.1838,2.112,34.02,71.85,1
0,4,0,Cloudy,4,11,17,20.8,6,3.0,-0.956,0.2735,1.344,37.97,51.03,0
0,1,0,Rain,3,20,27,17.1,15,4.2,-0.62,0.1393,1.495,54.11,80.89,1
4,6,0,Rain,4,15,11,21.2,4,4.2,1.371,0.0524,1.906,39.27,74.85,1
16,3,0,Clear,3,25,10,20.4,9,4.7,-0.131,0.4078,2.32,46.78,108.53,1
19,5,0,Cloudy,3,49,28,9.7,14,4.3,1.052,0.1207,1.955,56.15,109.77,1
5,5,0,Clear,5,8,12,24.4,8,7.1,1.381,0.1965,1.513,50.98,77.13,1
15,2,0,Clear,1,13,20,31.1,3,5.5,1.704,0.2055,1.353,39.32,53.2,0
8,4,0,Cloudy,2,11,18,11.0,4,5.0,-0.334,0.0188,1.287,40.96,52.72,0
10,4,1,Clear,1,21,21,16.6,5,6.9,0.072,0.0688,1.478,47.4,70.06,1
8,3,0,Cloudy,2,21,14,18.7,5,9.2,-1.136,0.063,1.753,50.01,87.67,1
21,4,0,Clear,4,28,29,9.2,12,3.0,0.593,0.0061,1.496,49.41,73.92,1
12,2,0,Clear,4,32,27,18.3,15,6.6,0.756,0.1695,1.718,63.39,108.9,1
12,0,1,Cloudy,3,55,24,24.5,15,6.1,0.262,0.1792,2.334,59.97,139.97,1
20,0,0,Cloudy,2,17,9,17.8,2,18.8,0.412,0.1815,2.051,68.11,139.69,1
15,3,0,Rain,3,25,21,20.1,14,10.5,0.725,0.1266,1.694,67.46,114.28,1
3,6,0,Clear,3,9,25,25.0,12,6.6,-0.092,0.1243,1.119,57.29,64.11,0
4,1,0,Fog,1,7,13,20.5,2,7.6,-0.426,0.1512,1.146,41.22,47.24,0
8,4,1,Clear,1,39,26,22.3,15,2.3,1.167,0.2241,1.847,52.4,96.78,1
2,1,0,Fog,2,12,17,23.1,5,3.8,-0.192,0.1086,1.3,41.59,54.07,0
16,4,0,Clear,4,23,23,14.2,9,5.9,1.639,0.2268,1.534,47.74,73.23,1
11,1,0,Fog,3,8,13,7.5,1,5.8,1.028,0.036,1.381,38.04,52.53,0
1,3,0,Fog,3,20,24,19.1,10,3.8,0.876,0.0764,1.419,45.51,64.58,1
9,5,0,Clear,1,16,16,27.7,6,3.1,0.07,0.0599,1.389,41.78,58.03,0
19,2,0,Clear,2,29,25,18.6,9,21.5,-0.345,0.2239,1.542,83.65,128.99,1
21,6,0,Cloudy,2,38,30,18.5,10,2.8,0.448,0.2064,1.552,47.34,73.47,1
23,0,0,Clear,4,13,21,21.2,7,9.6,-0.272,0.0759,1.322,54.54,72.1,0
22,0,0,Clear,1,20,32,21.5,10,8.9,-0.089,0.2726,1.211,58.27,70.56,0
14,1,0,Fog,2,16,20,23.1,6,3.1,-2.245,0.0956,1.295,41.23,53.39,0
22,1,0,Rain,3,26,19,16.8,6,8.4,1.736,0.2391,1.896,53.18,100.83,1
22,2,1,Rain,3,27,10,16.7,6,5.8,0.601,0.2873,2.5,43.92,109.8,1
15,6,1,Storm,4,24,17,16.6,15,6.0,-0.067,0.066,2.085,57.93,120.78,1
9,1,0,Rain,4,22,8,28.0,1,4.1,0.246,0.088,2.5,35.47,88.68,1
23,2,0,Rain,4,14,12,17.8,3,2.6,-0.445,0.0283,1.671,34.55,57.73,1
9,0,0,Rain,4,13,9,7.8,2,3.6,-1.46,0.3823,1.851,34.93,64.66,1
3,5,0,Clear,2,13,23,16.3,10,5.3,0.786,0.0155,1.237,50.13,62.01,0
2,3,0,Clear,3,9,22,11.0,12,3.3,0.901,0.1542,1.228,48.1,59.07,0
13,0,0,Cloudy,1,20,22,13.1,6,4.7,1.865,0.0984,1.433,41.56,59.56,1
0,3,0,Rain,3,19,22,13.8,12,12.4,-0.006,0.1255,1.523,64.48,98.2,1
2,1,0,Clear,4,8,8,19.9,3,4.3,0.056,0.0433,1.5,38.48,57.72,1
5,2,1,Clear,3,12,12,13.8,4,3.1,1.282,0.2772,1.58,36.55,57.75,1
12,1,0,Fog,2,36,29,25.1,12,3.6,1.212,0.0428,1.696,50.24,85.21,1
11,5,1,Clear,5,23,15,14.9,11,7.7,1.184,0.0556,2.069,58.07,120.15,1
12,0,1,Cloudy,2,33,20,12.0,5,3.6,-0.627,0.0478,1.919,38.86,74.57,1
12,4,0,Rain,2,41,24,19.4,13,4.3,1.974,0.4696,2.102,50.84,106.87,1
23,5,0,Clear,3,12,31,16.5,14,2.8,1.428,0.1523,1.26,52.45,66.09,0
5,0,0,Cloudy,3,8,14,33.8,5,7.4,-0.111,0.1611,1.347,46.29,62.35,0
11,6,0,Rain,2,17,8,12.2,4,6.1,-0.316,0.2309,2.216,43.38,96.13,1
14,5,0,Clear,2,25,27,25.2,13,6.9,1.163,0.0311,1.398,57.32,80.13,0
6,1,1,Cloudy,5,5,8,18.9,1,5.9,1.535,0.0967,1.583,37.16,58.82,1
4,3,0,Cloudy,2,7,20,19.1,4,2.4,0.999,0.1832,1.165,34.91,40.67,0
1,4,0,Cloudy,3,15,19,17.4,10,7.5,0.357,0.1726,1.406,52.3,73.53,1
7,3,0,Clear,1,11,20,25.1,8,8.3,-1.278,0.0447,1.26,55.1,69.43,0
6,5,0,Storm,3,4,7,21.0,1,7.0,-0.539,0.2284,1.457,40.26,58.66,1
4,6,0,Storm,3,10,6,23.1,3,10.8,1.012,0.0546,2.178,50.52,110.03,1
6,2,0,Storm,2,20,23,14.0,14,3.2,-1.277,0.1373,1.606,54.73,87.9,1
16,0,0,Cloudy,1,15,13,22.5,2,14.9,-1.531,0.146,1.556,59.94,93.27,1
19,3,0,Rain,3,19,8,13.3,6,7.8,0.585,0.2683,2.414,48.98,118.24,1
12,4,0,Rain,1,18,13,22.5,1,3.3,-0.631,0.1834,1.693,32.16,54.45,1
1,5,0,Fog,2,12,10,16.0,4,9.7,2.281,0.2656,1.706,47.78,81.51,1
17,1,0,Rain,5,15,8,13.9,4,5.4,-1.49,0.0104,2.131,40.27,85.82,1
3,6,0,Clear,2,17,20,21.3,12,6.2,-0.362,0.1584,1.318,53.64,70.7,0
1,0,0,Clear,3,6,20,13.4,8,4.5,1.646,0.0508,1.291,45.1,58.22,0
13,4,0,Cloudy,3,29,22,18.6,9,1.8,0.008,0.3176,1.62,43.01,69.68,1
10,3,1,Rain,4,28,17,16.1,12,2.5,-0.253,0.2348,2.075,49.35,102.4,1
7,4,0,Rain,2,8,10,20.5,1,3.0,-1.329,0.0836,1.352,32.77,44.31,0
23,1,0,Clear,5,14,11,26.2,3,6.3,-0.993,0.0554,1.713,41.47,71.04,1
2,6,0,Cloudy,4,13,14,19.3,4,5.2,0.639,0.091,1.483,42.09,62.42,1
1,0,0,Cloudy,1,17,31,20.9,12,13.0,0.719,0.0707,1.23,70.37,86.56,0
14,5,0,Rain,4,17,8,20.4,5,4.1,-0.623,0.1913,2.287,40.54,92.71,1
10,3,0,Cloudy,4,10,8,15.9,2,2.6,0.257,0.4814,1.681,34.15,57.41,1
19,3,0,Rain,3,34,25,20.7,15,4.8,1.61,0.0504,1.828,53.93,98.58,1
0,2,0,Rain,2,5,14,22.6,5,5.2,-0.268,0.1652,1.255,44.49,55.83,0
10,2,0,Cloudy,4,15,10,18.1,3,7.8,-0.711,0.1197,1.731,46.38,80.28,1
3,3,0,Clear,4,13,21,9.6,9,4.0,1.65,0.0389,1.328,48.07,63.84,0
0,2,0,Cloudy,1,15,22,19.9,12,3.6,0.265,0.2898,1.269,49.25,62.5,0
11,0,0,Clear,2,21,17,20.9,5,4.1,-0.363,0.3037,1.544,40.98,63.27,1
17,2,0,Cloudy,3,21,19,20.8,8,9.2,1.464,0.1484,1.705,54.62,93.13,1
3,2,0,Clear,5,14,12,22.7,6,4.7,1.53,0.0874,1.642,42.14,69.19,1
20,5,0,Clear,3,48,40,15.2,15,4.1,-0.187,0.0463,1.671,56.54,94.48,1
12,3,0,Cloudy,2,39,31,16.4,15,6.5,0.348,0.1932,1.555,58.92,91.62,1
11,3,0,Cloudy,1,22,14,23.2,7,12.3,-1.156,0.2024,1.828,60.76,111.07,1
22,3,0,Fog,3,29,14,12.5,7,4.4,0.92,0.1482,2.21,43.36,95.83,1
7,2,0,Cloudy,4,20,10,14.0,6,4.9,-0.512,0.1709,2.154,43.12,92.88,1
4,5,0,Cloudy,5,10,16,26.2,8,2.6,-1.605,0.2121,1.413,42.21,59.64,1
18,4,0,Rain,3,27,18,12.0,12,4.3,-1.799,0.2418,1.861,51.42,95.69,1
2,6,0,Clear,3,14,22,17.1,11,3.4,1.363,0.1059,1.356,50.14,67.99,0
20,3,0,Clear,3,41,22,10.0,8,4.2,0.072,0.2117,1.965,46.35,91.08,1
19,0,0,Clear,4,15,10,22.5,4,19.3,-1.629,0.218,1.918,70.4,135.03,1
23,4,0,Cloudy,3,20,18,15.8,7,2.1,-0.067,0.1476,1.477,38.01,56.14,1
11,2,0,Cloudy,2,19,37,15.5,15,3.4,-0.473,0.0842,1.171,54.27,63.55,0
14,0,0,Rain,2,22,19,14.6,4,3.2,0.794,0.1274,1.627,37.31,60.7,1
21,5,1,Cloudy,4,21,8,26.8,1,3.2,-0.958,0.0911,2.495,33.23,82.91,1
3,4,0,Clear,4,12,11,25.8,4,5.9,1.672,0.1946,1.611,45.04,72.56,1
7,4,1,Rain,3,12,5,21.6,1,3.6,0.673,0.197,2.479,31.54,78.19,1
11,4,0,Clear,4,30,29,16.2,13,6.1,0.392,0.1166,1.578,57.63,90.94,1
15,6,0,Rain,1,12,11,20.1,4,12.3,0.192,0.2404,1.606,56.59,90.88,1
16,4,0,Cloudy,5,29,21,15.5,14,1.6,-0.122,0.2796,1.68,47.29,79.45,1
22,4,0,Cloudy,2,22,25,15.5,12,7.6,2.297,0.1804,1.454,59.26,86.16,1
11,5,0,Rain,2,23,16,19.4,6,2.5,-0.201,0.0839,1.794,38.1,68.35,1
4,5,1,Clear,2,17,24,16.3,11,1.9,0.648,0.1462,1.419,45.99,65.26,1
4,4,0,Cloudy,2,8,16,23.9,8,6.8,-0.116,0.245,1.23,50.03,61.54,0
19,0,0,Fog,2,20,11,29.4,3,5.7,-0.087,0.0721,2.005,39.48,79.16,1
11,2,0,Clear,1,11,10,8.1,1,14.2,2.446,0.0278,1.666,55.22,92.0,1
15,1,0,Storm,5,20,7,20.6,8,6.9,-1.54,0.0504,2.5,50.01,125.02,1
13,6,0,Cloudy,3,21,15,11.9,3,3.1,0.159,0.0773,1.739,34.94,60.76,1
19,4,0,Storm,1,39,12,18.9,5,6.9,-0.663,0.1129,2.5,46.4,116.0,1
5,3,0,Clear,3,19,20,16.4,10,6.0,0.463,0.4266,1.432,50.14,71.8,1
4,3,0,Rain,3,9,16,14.6,6,4.6,1.588,0.1095,1.432,43.89,62.85,1
17,4,0,Cloudy,4,35,22,14.2,13,2.4,1.271,0.0851,1.912,48.09,91.95,1
10,5,0,Clear,3,17,22,18.7,9,3.7,-0.466,0.041,1.346,45.6,61.38,0
19,1,0,Cloudy,3,32,29,12.1,14,4.5,0.623,0.1091,1.563,55.44,86.65,1
3,6,0,Storm,2,16,20,15.0,10,7.6,0.474,0.1247,1.502,54.14,81.32,1
6,5,0,Cloudy,4,21,18,19.7,11,4.6,-1.965,0.1203,1.639,50.1,82.11,1
23,1,0,Clear,4,16,15,16.7,6,5.8,-0.347,0.0998,1.536,44.59,68.49,1
20,4,0,Clear,1,28,23,22.3,7,9.7,0.688,0.1224,1.64,56.27,92.28,1
1,2,0,Clear,2,12,28,14.5,12,5.3,-0.595,0.017,1.245,53.53,66.64,0
19,2,0,Clear,4,22,17,20.9,5,5.3,-2.01,0.2634,1.673,42.52,71.14,1
1,6,0,Cloudy,2,9,16,11.6,2,8.9,-0.599,0.1253,1.259,46.78,58.9,0
2,1,0,Clear,1,11,19,28.4,8,5.3,1.476,0.0395,1.242,49.2,61.11,0
21,5,0,Storm,1,30,26,19.9,11,5.3,0.53,0.2141,1.717,52.85,90.74,1
3,4,0,Rain,2,13,18,19.5,9,15.6,0.247,0.0469,1.494,69.11,103.25,1
7,5,0,Cloudy,2,10,26,20.2,9,5.0,2.195,0.1387,1.354,46.39,62.81,0
3,5,0,Clear,4,8,6,14.9,2,5.2,-0.54,0.0534,1.69,39.57,66.87,1
14,4,1,Cloudy,1,37,34,11.4,11,2.5,0.279,0.0772,1.431,48.24,69.03,1
1,1,1,Cloudy,3,18,20,23.6,10,11.2,-0.862,0.1771,1.521,60.05,91.34,1
6,6,0,Clear,5,14,18,18.3,14,5.0,0.001,0.2493,1.408,55.11,77.59,1
7,4,0,Storm,5,25,13,18.1,12,5.7,0.304,0.0305,2.364,54.84,129.64,1
15,2,0,Rain,3,16,11,10.3,10,2.6,0.555,0.0818,1.848,45.92,84.86,1
11,1,0,Fog,2,34,23,24.6,14,3.7,-0.061,0.042,1.78,52.18,92.88,1
4,0,1,Rain,2,17,13,22.8,5,6.9,0.621,0.1628,1.837,47.24,86.78,1
11,2,0,Clear,3,16,10,14.9,3,4.8,-0.488,0.0536,1.862,39.17,72.93,1
11,0,0,Cloudy,4,12,10,16.1,4,10.3,-0.964,0.1657,1.652,53.49,88.37,1
8,6,0,Clear,2,18,10,12.7,4,4.1,-1.607,0.0883,1.929,39.94,77.04,1
12,3,0,Clear,2,20,12,14.4,5,2.4,-1.125,0.1298,1.809,39.18,70.88,1
7,4,0,Clear,2,15,26,22.2,13,3.6,-0.371,0.1096,1.189,53.19,63.24,0
8,5,1,Clear,3,18,12,18.1,2,9.4,0.301,0.1188,1.904,46.64,88.8,1
18,6,0,Clear,2,16,13,15.0,8,10.2,-2.018,0.0915,1.639,55.28,90.6,1
6,3,0,Cloudy,5,21,15,17.4,13,4.2,1.098,0.0636,1.812,53.44,96.83,1
7,0,0,Cloudy,3,20,23,17.2,10,2.8,0.541,0.3329,1.353,47.06,63.67,0
3,4,0,Clear,3,6,13,10.9,3,2.0,0.837,0.0999,1.257,35.91,45.14,0
16,6,1,Cloudy,4,35,27,17.7,15,1.6,-0.134,0.3907,1.807,49.56,89.55,1
16,2,0,Fog,4,14,10,15.0,3,4.5,0.041,0.1506,1.773,39.45,69.94,1
16,0,0,Cloudy,2,21,20,11.8,8,4.7,0.639,0.051,1.51,46.43,70.11,1
4,5,0,Rain,4,4,6,21.2,2,2.1,-2.131,0.1515,1.438,32.24,46.36,1
10,4,0,Rain,3,14,10,13.1,4,1.8,-0.614,0.1952,1.716,35.67,61.21,1
7,1,0,Cloudy,3,20,21,14.8,7,10.2,0.391,0.2052,1.544,57.5,88.78,1
18,0,0,Clear,4,17,13,21.5,6,12.2,0.148,0.2121,1.766,57.1,100.84,1
8,3,1,Clear,2,35,21,19.7,14,5.0,1.277,0.0366,2.047,55.1,112.79,1
9,1,0,Clear,1,15,14,11.2,7,8.3,0.045,0.1544,1.442,51.23,73.87,1
10,1,0,Clear,1,11,13,18.4,2,11.2,1.472,0.1193,1.45,48.16,69.83,1
18,2,0,Storm,3,20,11,15.9,2,3.2,0.625,0.121,2.101,33.12,69.59,1
16,3,0,Clear,3,24,22,16.7,15,10.6,1.698,0.1035,1.659,68.82,114.17,1
19,5,0,Rain,4,31,17,23.6,9,2.6,1.118,0.1301,2.16,44.63,96.4,1
10,3,0,Cloudy,4,19,22,24.9,14,5.9,0.587,0.0272,1.504,58.25,87.61,1
19,5,0,Cloudy,3,24,9,25.4,5,1.0,1.687,0.1397,2.362,36.06,85.17,1
20,4,0,Clear,3,36,19,12.6,8,10.1,0.274,0.035,2.109,54.46,114.86,1
12,2,0,Rain,2,23,20,23.9,5,4.3,1.167,0.3735,1.632,41.27,67.35,1
16,3,0,Clear,3,22,19,7.9,11,3.6,1.833,0.1877,1.685,46.2,77.85,1
21,0,0,Cloudy,3,23,18,26.8,6,7.0,-0.646,0.1228,1.574,47.05,74.06,1
20,6,0,Clear,3,18,12,14.1,2,2.0,1.296,0.2102,1.835,31.35,57.53,1
6,2,0,Storm,3,22,12,32.3,9,4.0,-0.581,0.191,2.194,46.18,101.32,1
17,6,1,Cloudy,3,25,22,13.2,11,2.6,0.787,0.0827,1.62,45.89,74.34,1
10,4,0,Cloudy,4,25,19,11.7,13,3.6,1.674,0.145,1.699,48.67,82.69,1
3,2,0,Clear,4,17,21,20.4,13,3.5,1.209,0.2657,1.456,50.64,73.73,1
8,3,0,Cloudy,3,15,12,27.2,2,3.6,-0.745,0.2184,1.619,35.06,56.76,1
23,0,0,Clear,4,9,6,17.0,1,3.6,-0.134,0.0584,1.762,31.62,55.71,1
22,4,0,Cloudy,3,26,31,17.8,13,11.8,-2.25,0.1346,1.466,67.26,98.6,1
18,0,1,Clear,2,32,20,13.0,10,4.9,0.059,0.1361,1.89,50.29,95.05,1
23,4,0,Storm,2,7,8,24.0,4,7.1,0.712,0.0197,1.57,44.34,69.61,1
13,1,0,Clear,4,12,14,20.6,2,1.6,0.812,0.1199,1.524,33.7,51.36,1
18,0,1,Cloudy,3,28,8,16.5,5,3.0,2.784,0.2393,2.5,37.93,94.82,1
3,1,0,Clear,4,6,9,21.5,2,3.0,1.426,0.0029,1.351,31.65,42.76,0
7,0,1,Rain,3,13,15,26.3,4,4.1,0.249,0.1408,1.531,38.16,58.42,1
4,6,1,Clear,1,4,14,16.1,3,3.8,-1.034,0.2009,1.19,36.02,42.86,0
22,6,0,Fog,3,36,29,17.6,13,4.6,0.948,0.236,1.697,55.96,94.96,1
14,6,1,Clear,3,18,13,27.3,2,9.3,0.554,0.4713,1.829,47.63,87.12,1
22,5,0,Rain,4,30,22,23.6,14,9.8,-0.513,0.1643,1.766,63.88,112.81,1
9,1,0,Fog,4,30,21,16.7,13,4.3,-1.406,0.0389,1.757,52.52,92.28,1
9,5,0,Rain,1,40,20,12.5,15,1.7,1.808,0.125,2.191,51.31,112.42,1
16,5,0,Clear,3,17,10,18.5,1,3.7,-0.284,0.0498,1.853,36.02,66.75,1
13,1,0,Storm,3,49,14,21.7,11,5.6,-0.709,0.4468,2.5,52.45,131.12,1
8,5,0,Clear,4,18,11,19.1,1,21.2,0.503,0.0445,2.064,68.73,141.86,1
7,6,0,Cloudy,3,17,25,14.6,11,3.1,0.315,0.0499,1.347,48.65,65.53,0
12,2,0,Rain,1,26,24,14.8,11,8.8,-0.637,0.1576,1.484,59.08,87.67,1
1,4,0,Clear,1,15,18,23.7,8,9.7,-0.09,0.0481,1.342,54.86,73.62,0
4,6,0,Rain,3,8,10,16.6,3,4.0,-1.858,0.1922,1.44,37.55,54.07,1
1,1,0,Cloudy,4,12,13,19.9,5,10.1,-0.23,0.0963,1.47,53.7,78.94,1
3,6,0,Storm,5,26,11,20.5,15,5.5,-1.888,0.0895,2.5,57.08,142.7,1
4,2,1,Clear,2,14,21,13.3,7,3.5,-0.96,0.0376,1.391,39.16,54.47,0
1,6,0,Storm,3,7,8,13.5,5,5.3,0.467,0.3114,1.69,42.82,72.37,1
1,1,1,Cloudy,4,12,17,12.1,11,6.7,-0.641,0.2221,1.367,56.53,77.28,0
19,5,0,Cloudy,1,48,29,17.6,14,4.3,0.255,0.1131,1.743,53.0,92.38,1
4,3,0,Clear,3,4,12,16.7,3,9.7,0.079,0.1251,1.245,46.39,57.76,0
13,2,0,Clear,1,23,19,14.7,6,5.4,-0.886,0.0928,1.51,44.99,67.93,1
2,3,1,Clear,3,10,15,11.8,8,3.6,0.387,0.0236,1.424,44.25,63.01,1
22,1,0,Clear,4,9,5,19.9,1,6.4,-0.356,0.3123,2.014,37.46,75.44,1
5,4,1,Cloudy,4,24,13,10.8,8,6.5,-1.133,0.2352,2.118,47.88,101.41,1
17,6,0,Rain,3,25,17,17.5,15,3.6,-0.35,0.2324,1.767,55.94,98.85,1
15,4,0,Clear,5,8,10,25.7,3,1.5,0.277,0.0974,1.403,34.88,48.94,1
18,1,1,Fog,2,28,36,11.5,14,3.8,-2.284,0.085,1.448,53.0,76.74,1
15,4,0,Clear,3,11,13,15.6,6,8.5,-0.606,0.0811,1.445,51.47,74.37,1
12,3,0,Rain,2,30,22,23.4,6,6.1,-1.647,0.1416,1.806,45.42,82.03,1
18,6,0,Rain,2,18,11,16.6,2,8.2,-0.494,0.0317,1.947,45.22,88.04,1
19,1,0,Cloudy,3,22,19,16.3,3,6.4,-0.08,0.0593,1.544,42.3,65.31,1
9,3,0,Cloudy,3,20,18,18.5,8,14.1,1.099,0.0962,1.55,62.86,97.43,1
22,3,0,Clear,1,20,20,21.3,9,8.0,0.631,0.1565,1.484,53.98,80.11,1
23,6,0,Cloudy,4,9,17,21.1,6,5.5,-0.863,0.0806,1.239,45.29,56.11,0
17,0,0,Fog,2,31,35,9.5,13,5.2,1.162,0.2264,1.372,56.68,77.76,0
22,4,0,Clear,2,9,15,16.6,2,4.4,-0.168,0.1332,1.23,35.51,43.68,0
2,5,0,Storm,2,10,13,20.2,6,6.8,-1.944,0.1593,1.567,47.72,74.78,1
12,2,0,Rain,2,20,14,14.4,4,16.6,0.819,0.0417,1.905,62.45,118.97,1
15,3,0,Storm,3,24,11,18.1,8,10.7,0.636,0.0204,2.434,53.29,129.71,1
22,2,0,Clear,3,21,28,6.0,12,9.2,0.304,0.1093,1.44,61.55,88.63,1
2,2,0,Rain,3,11,14,14.3,6,4.3,-1.057,0.2079,1.409,41.77,58.85,1
19,6,0,Clear,3,13,15,21.2,1,5.2,-1.232,0.0787,1.381,37.92,52.37,0
1,2,0,Cloudy,2,14,21,16.2,8,9.6,-1.053,0.2038,1.29,57.46,74.12,0
8,1,0,Rain,2,13,5,20.3,2,3.3,2.214,0.0195,2.5,34.39,85.98,1
16,4,0,Clear,5,32,21,11.9,13,6.9,1.78,0.1678,2.027,57.5,116.55,1
6,3,0,Fog,2,11,19,7.8,7,7.5,1.504,0.1356,1.303,51.31,66.86,0
20,5,0,Cloudy,3,11,7,26.8,1,10.3,-1.177,0.0329,1.813,47.05,85.3,1
22,0,0,Cloudy,4,16,7,15.6,2,4.1,-0.938,0.1301,2.287,36.27,82.95,1
3,6,0,Storm,3,10,4,18.8,1,9.9,-0.256,0.4314,2.5,48.27,120.68,1
6,4,0,Storm,5,22,9,10.2,10,1.9,2.76,0.1669,2.5,44.56,111.4,1
1,5,0,Storm,5,21,12,17.1,11,13.5,-0.014,0.3033,2.303,69.63,160.36,1
17,2,0,Rain,4,25,17,15.6,8,2.4,-1.508,0.2507,1.853,42.3,78.38,1
21,3,0,Rain,3,25,18,17.3,11,13.9,-1.744,0.0696,1.787,70.43,125.86,1
14,2,0,Clear,4,13,13,15.5,8,6.1,-1.196,0.1161,1.518,51.49,78.16,1
3,5,0,Rain,3,16,9,24.2,5,11.5,0.605,0.1328,2.093,57.11,119.53,1
4,0,0,Cloudy,4,8,10,17.1,3,5.3,-0.711,0.0881,1.419,41.08,58.29,1
0,3,0,Clear,2,14,21,20.6,8,6.9,0.202,0.1413,1.273,50.36,64.11,0
11,1,0,Fog,1,35,24,12.1,15,5.1,-1.923,0.1664,1.745,58.21,101.58,1
17,4,1,Cloudy,3,20,12,16.9,5,5.8,-0.407,0.104,1.968,45.4,89.35,1
3,6,0,Rain,3,17,17,21.3,15,7.6,-1.153,0.252,1.56,65.85,102.73,1
20,4,0,Rain,3,24,7,23.0,1,5.3,0.969,0.1583,2.5,33.82,84.55,1
6,0,0,Clear,4,8,11,19.4,5,4.4,-1.534,0.0882,1.359,42.78,58.14,0
12,2,0,Cloudy,4,39,21,18.2,14,3.6,-0.583,0.1566,2.06,55.54,114.41,1
16,0,0,Cloudy,1,10,19,13.5,2,10.3,0.801,0.2056,1.209,48.62,58.78,0
12,3,0,Fog,2,15,11,23.7,4,8.0,-0.361,0.3236,1.688,49.59,83.71,1
11,1,0,Clear,3,29,26,20.4,13,4.2,1.337,0.2996,1.567,55.29,86.64,1
8,4,1,Rain,3,31,19,11.1,10,4.1,-1.226,0.0469,2.053,48.13,98.81,1
10,3,0,Cloudy,2,28,33,5.0,15,5.2,0.892,0.0631,1.397,57.64,80.52,0
5,2,0,Cloudy,1,5,18,20.4,4,5.0,0.016,0.2451,1.165,39.77,46.33,0
7,6,0,Clear,2,14,26,20.4,9,11.7,-0.37,0.0659,1.244,63.35,78.81,0
18,5,0,Cloudy,2,12,10,13.1,1,3.4,0.265,0.1575,1.486,30.93,45.96,1
